Номер        Фамилия            Имя       Отчество              Номер тел.              Дата рож.            Пол                         Город                 Паспорт                   ОМС                  ИНН          Доход           Профессия      Наличие кредитов                 СНИЛС         Образование       Соц. класс                    Адрес
51891      Чеснокова          София      Платонова            +79694597826             05.02.1989        Женщина               Нижний Новгород             4074_491638           32526255632         290961147304      60.000руб           Ветеринар            Нет              №728-450-960-25        Докторантура        Средний            ул.Октябрьская_д.13_к.42
87802       Воронина          Ольга    Спиридонова            +79941160425             04.06.1994        Женщина                        Тюмень             4684_160779           24723587778         375598214726      30.000руб             Средний            Нет              №709-993-486-58             Среднее        Средний            ул.Арбатская_д.5_к.44
83838        Лебедев         Никита    Ярославович            +79292363708             24.05.1994        Мужчина                           Уфа             0496_897990           99655394090         269640786619      85.000руб             Средний            Нет              №475-515-785-47             Среднее        Средний            ул.Можайская_д.18_к.94
83749  Воскресенская        Валерия  Станиславовна            +79539268398             03.03.1983        Женщина                          Сочи             0495_977271           86236312148         777929669241      80.000руб             Средний           Есть              №181-811-588-72         Аспирантура         Высший            ул.Каширская_д.1_к.64
60739    Виноградова          Лидия     Прохоровна            +79941122609             12.02.1988        Женщина                Ростов-на-Дону             6996_459891           85567935232         946633781941      15.000руб           Ветеринар            Нет              №307-628-813-10             Среднее         Высший            ул.Арбатская_д.14_к.27
93488   Александрова        Евгения  Святославовна            +79424378955             05.10.1975        Женщина                          Сочи             4584_322679           33208835439         583291159228      45.000руб       Администратор            Нет              №602-786-169-55             Среднее         Низший            ул.Соколиная_д.20_к.87
94284        Крылова         Анжела     Руслановна            +79485997725             09.03.1974        Женщина                        Казань             0491_289429           38561019225         945580384770      10.000руб             Дантист            Нет              №507-993-502-36             Среднее         Высший            ул.Есенина_д.17_к.24
88809         Ларина      Елизавета  Святославовна            +79599492422             26.04.1977        Женщина                     Краснодар             4584_516074           67671461748         834872825174      45.000руб          Стоматолог            Нет              №778-975-194-98             Среднее         Низший            ул.Каширская_д.3_к.80
54338       Петушков          Артём       Добрынич            +79862447453             08.09.1978        Мужчина                        Самара             4570_690730           42957353527         648665366603      15.000руб           Фармацевт            Нет              №308-734-746-36             Среднее         Низший            ул.Можайская_д.15_к.91
85134   Серебрянская      Маргорита     Трофимовна            +79957811569             13.08.1975        Женщина                     Краснодар             0489_937639           42195051954         642273311101      65.000руб         Разработчик            Нет              №598-289-705-47              Высшее         Высший            ул.Заводская_д.19_к.1
64520        Сидоров           Илья       Глебович            +79308734417             12.08.1997        Мужчина                     Краснодар             7591_348664           78485125148         597922764160      15.000руб             Средний           Есть              №660-953-487-29        Докторантура         Высший            ул.Пушкина_д.1_к.96
92346        Алмазов           Илья     Алексеевич            +79264993117             09.01.1970        Мужчина                     Волгоград             0473_673738           16071670680         792230854640      85.000руб          Стоматолог           Есть              №501-567-496-83             Среднее         Низший            ул.Октябрьская_д.20_к.11
94482       Бочкарёв         Михаил     Кириллович            +79624984511             28.01.1989        Мужчина                    Новосибирс             6992_985139           63301139214         361258590311      20.000руб            Аналитик            Нет              №822-428-178-66              Высшее        Средний            ул.Авиационная_д.13_к.82
78370   Александрова        Надежда      Семёновна            +79425748623             24.13.1992        Женщина                   Владивосток             4684_180454           18188419307         752213246119      20.000руб                Врач            Нет              №824-213-480-85             Среднее         Низший            ул.Каширская_д.6_к.62
85752      Мельников       Владимир     Евгеньевич            +79746772473             20.13.1973        Мужчина                       Саратов             7880_586738           96309610427         280158994758      30.000руб            Аналитик            Нет              №701-969-837-95             Среднее         Высший            ул.Заречная_д.16_к.43
64182        Морозов        Николай     Кириллович            +79187691994             27.10.1981        Мужчина                   Владивосток             7896_979808           74042821031         634661970218      20.000руб             Дантист           Есть              №849-541-694-31        Докторантура         Высший            ул.Пушкина_д.5_к.7
92989          Орлов           Олег      Денисович            +79132035030             01.07.1986        Мужчина                    Красноярск             7870_698281           46764855903         877496212274      10.000руб       Администратор            Нет              №504-692-825-90             Среднее        Средний            ул.Каширская_д.14_к.68
87382         Волков          Антон      Андреевич            +79907960394             18.01.1987        Мужчина                          Омск             7889_232168           11248584489         705545138024      55.000руб           Фармацевт            Нет              №973-698-992-23         Аспирантура         Низший            ул.Заводская_д.10_к.63
72147       Медведев         Никита     Кириллович            +79255216069             06.10.1991        Мужчина                Ростов-на-Дону             7892_790488           19768242595         238874425802      60.000руб           Ветеринар            Нет              №313-446-565-82              Высшее        Средний            ул.Пушкина_д.19_к.39
78018        Боброва      Анастасия  Севастьяновна            +79427068751             07.13.1971        Женщина                        Казань             4680_254066           72065553595         365412636110      85.000руб         Разработчик           Есть              №647-842-232-11              Высшее         Высший            ул.Кремлёвская_д.18_к.33
50226   Серебрянская        Валерия  Святославовна            +79256493232             17.09.1975        Женщина                        Самара             4570_695197           51324926951         155410656854      10.000руб             Средний            Нет              №570-536-377-22        Докторантура         Низший            ул.Садовая_д.3_к.41
74398         Зайцев       Владимир Константинович            +79316161860             24.03.1976        Мужчина                   Екатерибург             4077_555992           81189474577         909624378936      90.000руб             Средний            Нет              №714-159-694-24              Высшее         Высший            ул.Садовая_д.11_к.61
80610       Петушков         Сергей     Викторович            +79176449699             19.03.1993        Мужчина                   Владивосток             0479_597689           45036619563         140039945161     100.000руб             Средний           Есть              №346-581-478-86             Среднее        Средний            ул.Соколиная_д.5_к.19
77978        Крылова         Анжела     Руслановна            +79536202140             24.05.1977        Женщина                        Самара             7886_504856           69569746993         938457662837      30.000руб         Разработчик           Есть              №243-417-769-42             Среднее        Средний            ул.Кремлёвская_д.10_к.39
63854        Крылова        Татьяна     Руслановна            +79604538033             28.01.1983        Женщина                        Казань             6981_168909           22174055315         533195697844      50.000руб             Средний           Есть              №517-500-243-38         Аспирантура         Низший            ул.Заводская_д.6_к.99
71774     Королькова     Александра    Прокопьевна            +79583980944             09.11.1990        Женщина                    Красноярск             6991_697919           93697199094         824396351545      35.000руб            Аналитик           Есть              №715-222-547-62              Высшее         Высший            ул.Авангардская_д.11_к.19
51145        Крылова      Елизавета      Платонова            +79188862291             08.07.1997        Женщина                     Краснодар             0396_708317           18931383494         790143701897      30.000руб             Средний           Есть              №831-540-526-39        Докторантура         Низший            ул.Заречная_д.2_к.37
59838         Волков           Илья     Аркадьевич            +79306230821             09.13.1987        Мужчина                     Волгоград             7578_784036           75712111067         979375820687      60.000руб             Дантист            Нет              №249-793-397-13             Среднее        Средний            ул.Можайская_д.10_к.11
79511        Князева          Ирина     Савельевна            +79801835640             12.11.1997        Женщина                        Тюмень             4688_396987           42804951579         840251873628      30.000руб         Программист            Нет              №790-480-880-86              Высшее        Средний            ул.Автозаводская_д.8_к.76
60937     Королькова          Ирина       Романова            +79146261984             28.12.1989        Женщина                       Саратов             4593_736346           71599165213         578555789788      90.000руб             Средний            Нет              №890-591-475-45         Аспирантура        Средний            ул.Октябрьская_д.14_к.15
79007   Серебрянская        Татьяна      Тимуровна            +79837644374             03.01.1982        Женщина                        Казань             4086_392072           97826825886         732205897839      85.000руб             Средний            Нет              №877-122-709-98        Докторантура         Высший            ул.Пушкина_д.2_к.33
85015       Бочкарёв           Егор     Аркадьевич            +79374699919             11.07.1989        Мужчина                        Тюмень             6976_576052           43538730860         466225508206     100.000руб            Аналитик            Нет              №364-314-555-74             Среднее         Низший            ул.Автозаводская_д.4_к.54
70942       Петушков          Артём   Владимирович            +79736034821             05.05.1988        Мужчина                    Красноярск             7871_731661           72068359549         205799617650      30.000руб       Администратор            Нет              №891-809-966-74         Аспирантура         Высший            ул.Кремлёвская_д.14_к.78
48760        Лебедев         Андрей     Аркадьевич            +79199619493             24.06.1975        Мужчина                        Казань             4593_836912           77376234848         121164704251      40.000руб             Дантист            Нет              №257-865-505-59             Среднее        Средний            ул.Кремлёвская_д.15_к.61
87302        Чернова      Анастасия      Тарасовна            +79445336213             19.09.1985        Женщина                        Тюмень             7595_675650           89249270938         375415119781      35.000руб             Инженер            Нет              №998-878-638-76         Аспирантура        Средний            ул.Заводская_д.4_к.64
60732       Суворова          Мария  Станиславовна            +79982826558             13.05.1986        Женщина                        Казань             6984_123671           68123811610         120961822833      30.000руб         Программист            Нет              №756-331-139-88        Докторантура         Низший            ул.Заводская_д.12_к.15
91762        Лебедев         Михаил    Ярославович            +79713483090             26.08.1973        Мужчина               Нижний Новгород             7582_984919           54073498848         997207361081      20.000руб            Аналитик            Нет              №783-561-152-91             Среднее        Средний            ул.Автозаводская_д.5_к.80
97405  Воскресенская          Софья     Степановна            +79667322135             13.12.1979        Женщина                          Омск             4692_288333           62281337346         663072855816      50.000руб       Администратор           Есть              №611-904-103-32         Аспирантура         Высший            ул.Соколиная_д.4_к.42
46743   Александрова        Надежда      Тимуровна            +79337646513             03.04.1993        Женщина                   Владивосток             4081_143233           33563315155         573160259016     100.000руб         Программист            Нет              №360-840-612-18         Аспирантура         Низший            ул.Земельная_д.13_к.3
93876    Виноградова      Екатерина     Степановна            +79258340350             18.13.1989        Женщина                     Краснодар             7578_458287           23571096167         616691614728      25.000руб         Разработчик           Есть              №449-673-846-73         Аспирантура         Высший            ул.Заводская_д.8_к.81
97236     Золотарёва     Александра  Севастьяновна            +79196073773             06.09.1996        Женщина                        Самара             4082_964007           70975351230         797205774207        5000руб           Фармацевт            Нет              №503-690-792-94             Среднее        Средний            ул.Пушкина_д.20_к.29
60084        Галкина      Анастасия     Савельевна            +79734050891             20.13.1986        Женщина                           Уфа             7880_718341           83564576841         261029365561      25.000руб             Инженер            Нет              №354-507-948-77        Докторантура         Низший            ул.Заречная_д.10_к.38
55673        Боброва           Вера      Семёновна            +79872167269             07.07.1994        Женщина                        Самара             4083_879295           16671813955         202490620522      30.000руб           Фармацевт            Нет              №129-106-880-14        Докторантура        Средний            ул.Заводская_д.8_к.43
89378       Архипова          Ирина     Степановна            +79963178914             19.08.1992        Женщина                        Самара             7887_986161           53545774074         468226380448      95.000руб         Разработчик            Нет              №814-511-545-10             Среднее         Низший            ул.Авиационная_д.11_к.98
82546        Морозов           Олег     Кириллович            +79302348254             05.12.1988        Мужчина                       Воронеж             4580_992512           59613789834         529719924319      15.000руб            Аналитик           Есть              №203-769-160-43        Докторантура         Высший            ул.Земельная_д.11_к.22
73132        Крылова        Наталья      Платонова            +79286132968             06.06.1992        Женщина                        Казань             7878_257282           88603953785         257310325921      40.000руб             Средний           Есть              №514-604-317-65              Высшее        Средний            ул.Молостовых_д.16_к.22
92738      Мельников      Станислав      Федотович            +79767912046             19.03.1983        Мужчина                       Воронеж             7580_316631           50735795215         839145934529      20.000руб         Разработчик            Нет              №233-710-286-59              Высшее         Низший            ул.Молостовых_д.8_к.66
50829         Громов      Станислав    Григорьевич            +79298436805             13.03.1974        Мужчина                   Владивосток             4570_199376           91555647220         240258383153      65.000руб       Администратор           Есть              №435-262-900-36        Докторантура         Высший            ул.Заречная_д.19_к.96
75997        Голубев        Василий     Алексеевич            +79939124110             07.13.1976        Мужчина                     Краснодар             4683_294085           15113839437         441576833118      15.000руб            Аналитик            Нет              №760-122-255-28             Среднее        Средний            ул.Садовая_д.16_к.61
92518        Леонова      Елизавета    Прокопьевна            +79447250043             20.06.1977        Женщина                    Красноярск             4078_391918           57778063082         874917250786      45.000руб          Стоматолог           Есть              №605-999-928-61             Среднее         Низший            ул.Автозаводская_д.6_к.89
67456      Чеснокова          Мария  Севастьяновна            +79413177154             25.08.1993        Женщина                        Тюмень             4683_719292           39711616307         879382381992      65.000руб           Ветеринар           Есть              №709-191-310-75        Докторантура         Низший            ул.Садовая_д.2_к.12
94491      Богатырёв       Владимир  Владиславович            +79765920503             22.08.1979        Мужчина               Санкт-Петербург             7579_799262           56522943571         364248537001      50.000руб                Врач            Нет              №775-680-961-58        Докторантура        Средний            ул.Автозаводская_д.4_к.67
54106        Галкина        Наталья      Тимуровна            +79332089267             19.12.1977        Женщина                       Саратов             0491_190365           53847517782         382326892938      95.000руб             Инженер            Нет              №727-299-528-80        Докторантура         Низший            ул.Кремлёвская_д.16_к.95
50311       Воронина         Анжела     Савельевна            +79812856810             21.06.1974        Женщина                     Волгоград             0373_263433           19074282413         688881869868      75.000руб             Средний           Есть              №551-448-895-62         Аспирантура         Высший            ул.Есенина_д.19_к.41
56145        Чернова      Анастасия      Патаповна            +79294955510             05.05.1997        Женщина                       Саратов             4694_730970           47723547209         246753726545      50.000руб             Средний           Есть              №149-768-233-19             Среднее        Средний            ул.Авиационная_д.16_к.37
46864        Леонова        Наталья  Станиславовна            +79184072835             02.01.1980        Женщина                Ростов-на-Дону             4070_624337           37743703118         538176314788      20.000руб            Психолог           Есть              №111-533-821-28              Высшее         Высший            ул.Соколиная_д.3_к.40
61818        Лебедев         Сергей  Иннокентиевич            +79519675465             16.05.1996        Мужчина                        Казань             4693_481932           20303158556         102921140847      55.000руб          Стоматолог            Нет              №809-800-576-15              Высшее         Низший            ул.Авангардская_д.8_к.87
61532        Ушакова          Ирина       Романова            +79183532595             09.04.1997        Женщина                       Воронеж             7873_261148           49233709191         699165941648      70.000руб             Дантист            Нет              №287-434-600-91             Среднее        Средний            ул.Заречная_д.20_к.76
79583        Крылова     Александра     Руслановна            +79906279296             10.07.1979        Женщина                    Новосибирс             7886_128499           14287607145         804044626951      50.000руб         Разработчик           Есть              №218-759-867-14        Докторантура        Средний            ул.Заречная_д.6_к.37
92137        Боброва      Екатерина    Спиридонова            +79951767676             09.04.1992        Женщина                       Воронеж             0394_593825           22347666061         867239916937      75.000руб            Психолог            Нет              №339-849-256-29              Высшее        Средний            ул.Зубовская_д.18_к.44
67639         Павлов          Антон      Филатович            +79304286093             24.13.1974        Мужчина                    Красноярск             6973_955130           84809042200         116058358491      10.000руб             Средний            Нет              №151-398-577-34         Аспирантура         Низший            ул.Каширская_д.13_к.99
84233      Чеснокова        Валерия     Савельевна            +79309103961             04.01.1978        Женщина                       Воронеж             6982_251745           76754425230         669781158979      80.000руб             Средний           Есть              №557-817-307-97              Высшее         Высший            ул.Соколиная_д.7_к.56
46563        Галкина          Мария      Патаповна            +79174928601             05.10.1973        Женщина                     Волгоград             4687_629304           89026699852         676474271721      65.000руб             Инженер           Есть              №850-736-597-30             Среднее        Средний            ул.Пушкина_д.13_к.26
72271       Воронцов           Илья      Денисович            +79376262248             15.06.1985        Мужчина                    Новосибирс             0395_120150           27998031372         225782795213      70.000руб       Администратор           Есть              №519-160-947-58         Аспирантура        Средний            ул.Есенина_д.10_к.62
61394        Алмазов         Максим     Алексеевич            +79207083721             16.13.1990        Мужчина                    Красноярск             0378_635370           88995197215         731496700883      75.000руб            Психолог           Есть              №467-726-270-68             Среднее        Средний            ул.Можайская_д.9_к.4
91406   Александрова     Александра      Тарасовна            +79525412194             19.13.1981        Женщина                   Владивосток             7583_826781           28131530669         464069739527      40.000руб             Инженер            Нет              №671-119-692-16              Высшее         Низший            ул.Кремлёвская_д.15_к.73
98419    Виноградова          Ирина  Севастьяновна            +79803036435             18.06.1990        Женщина                     Волгоград             7572_615543           24465643152         994658616881     100.000руб                Врач           Есть              №660-918-793-75             Среднее        Средний            ул.Автозаводская_д.17_к.76
70351        Морозов           Олег  Александрович            +79637566340             23.06.1987        Мужчина               Санкт-Петербург             4677_337473           68472734968         711574329971      35.000руб         Разработчик            Нет              №645-286-234-72             Среднее        Средний            ул.Октябрьская_д.12_к.63
57475         Быкова          Дарья      Семёновна            +79621257548             15.02.1987        Женщина                       Воронеж             4087_883471           43284923093         925915543149      30.000руб           Фармацевт            Нет              №561-731-631-51         Аспирантура         Низший            ул.Октябрьская_д.18_к.75
61824       Цветаева           Вера      Сергеевна            +79309983845             09.08.1991        Женщина                           Уфа             0492_742748           10465685269         155787308262      25.000руб             Средний           Есть              №377-448-491-26              Высшее         Низший            ул.Соколиная_д.8_к.91
82300     Королькова          София      Платонова            +79548468521             13.02.1971        Женщина                           Уфа             7871_785961           49381094875         142706328416      80.000руб             Дантист           Есть              №788-705-641-31             Среднее         Высший            ул.Садовая_д.20_к.44
68464        Ушакова          София       Романова            +79764105915             20.01.1978        Женщина                     Краснодар             4680_172452           65712129383         383405279804      55.000руб             Инженер           Есть              №620-635-900-75        Докторантура        Средний            ул.Земельная_д.20_к.23
74465       Петушков        Василий     Васильевич            +79939548162             28.12.1972        Мужчина                       Саратов             4597_743197           86756274876         988196929666        5000руб         Разработчик            Нет              №774-535-682-51              Высшее         Низший            ул.Каширская_д.19_к.36
67556       Медведев           Илья    Григорьевич            +79371619425             05.06.1985        Мужчина                        Самара             4690_680904           69861270089         982126578032      25.000руб           Ветеринар           Есть              №135-568-353-60             Среднее         Низший            ул.Арбатская_д.9_к.33
68459        Чернова      Елизавета      Патаповна            +79179084977             12.06.1984        Женщина                       Саратов             6987_792434           18588196218         178476492366        5000руб          Стоматолог            Нет              №840-293-566-66         Аспирантура        Средний            ул.Авиационная_д.17_к.36
70650        Лебедев         Михаил     Алексеевич            +79731268632             22.06.1991        Мужчина                   Владивосток             4674_415366           78526227271         576064879234      45.000руб           Фармацевт           Есть              №669-870-739-26             Среднее         Низший            ул.Автозаводская_д.10_к.85
77088      Чеснокова          Ирина    Прокопьевна            +79699351174             14.09.1987        Женщина                        Москва             4594_869372           27997563190         982526823102      80.000руб                Врач            Нет              №347-952-181-15              Высшее        Средний            ул.Авиационная_д.1_к.78
75329       Суворова           Вера       Романова            +79798914942             03.04.1975        Женщина                       Воронеж             7889_776605           49478632879         441971167392      10.000руб             Дантист           Есть              №744-702-951-39              Высшее         Низший            ул.Авангардская_д.4_к.25
72814         Зайцев         Михаил    Ярославович            +79498628590             20.02.1987        Мужчина                Ростов-на-Дону             7888_491343           34843997462         541710428880      45.000руб             Дантист           Есть              №956-667-275-56             Среднее         Низший            ул.Зубовская_д.16_к.16
46351        Сидоров           Егор     Кириллович            +79194870085             15.11.1979        Мужчина                    Красноярск             7884_679496           53499279951         836132836645      35.000руб             Инженер            Нет              №985-741-668-14         Аспирантура         Низший            ул.Арбатская_д.6_к.50
55784     Плотникова          Дарья      Тарасовна            +79634998967             10.06.1983        Женщина                   Екатерибург             0373_797142           60033803268         897967475853      70.000руб          Стоматолог           Есть              №326-317-278-48        Докторантура         Низший            ул.Молостовых_д.13_к.88
46525       Воронина        Евгения      Платонова            +79535789732             09.07.1988        Женщина                     Краснодар             4697_675067           27258512998         286037120485      80.000руб           Ветеринар           Есть              №418-509-156-11        Докторантура         Высший            ул.Авангардская_д.9_к.8
76097          Орлов      Владислав     Богданович            +79569597133             03.02.1972        Мужчина                     Волгоград             0473_195790           63628611492         450867405241      60.000руб          Стоматолог            Нет              №720-925-951-75        Докторантура         Высший            ул.Зубовская_д.11_к.10
76957          Орлов        Василий       Добрынич            +79906053550             07.07.1980        Мужчина                    Новосибирс             4095_764804           47613947910         513411330216      10.000руб            Психолог            Нет              №840-621-329-96         Аспирантура        Средний            ул.Соколиная_д.4_к.98
83865        Романов         Никита    Ярославович            +79977611488             04.06.1984        Мужчина                    Красноярск             4678_694879           44865618936         804795631530      45.000руб            Психолог           Есть              №428-320-827-72              Высшее         Высший            ул.Авиационная_д.2_к.56
95047         Зайцев         Андрей Константинович            +79477113742             07.12.1992        Мужчина                       Воронеж             4578_281167           58845835788         438095872286      20.000руб           Ветеринар           Есть              №424-654-798-22             Среднее        Средний            ул.Земельная_д.10_к.92
88238       Медведев           Егор      Донатович            +79781187613             27.10.1996        Мужчина               Санкт-Петербург             4686_609932           66569132809         175239845387      45.000руб             Средний           Есть              №556-786-755-15        Докторантура        Средний            ул.Заречная_д.11_к.88
76612          Орлов         Степан  Владиславович            +79955036437             09.04.1995        Мужчина                Ростов-на-Дону             7574_165550           93177472751         956407901647      60.000руб         Программист           Есть              №203-583-777-90              Высшее         Низший            ул.Есенина_д.2_к.79
97679       Медведев        Алексей  Александрович            +79699275618             24.10.1993        Мужчина                    Красноярск             4090_696253           82958749132         239940520246      15.000руб            Психолог           Есть              №113-197-176-38         Аспирантура         Высший            ул.Заречная_д.1_к.59
72513      Мельников         Максим   Владимирович            +79321247212             15.06.1989        Мужчина                          Сочи             4680_673954           22514706772         590148332143      45.000руб           Ветеринар           Есть              №427-151-338-37         Аспирантура         Высший            ул.Арбатская_д.10_к.82
95151       Воронцов         Сергей  Иннокентиевич            +79661338089             24.12.1988        Мужчина                    Красноярск             6974_960142           82995144393         204567459460      90.000руб       Администратор            Нет              №885-369-274-15        Докторантура        Средний            ул.Арбатская_д.7_к.44
53772       Медведев         Михаил     Васильевич            +79301105681             23.10.1985        Мужчина                       Воронеж             4074_603840           92407077467         461342230546      80.000руб             Средний            Нет              №162-426-962-68              Высшее        Средний            ул.Молостовых_д.5_к.16
93535      Богатырёв        Алексей   Владимирович            +79638859026             23.06.1971        Мужчина                        Казань             4087_946153           54894811683         463589768911      75.000руб                Врач           Есть              №964-646-562-25        Докторантура         Низший            ул.Кремлёвская_д.16_к.23
87991        Телегин       Владимир     Викторович            +79306121651             04.01.1982        Мужчина                     Краснодар             0397_470724           53545176647         904554674141      85.000руб           Фармацевт           Есть              №748-182-992-61        Докторантура        Средний            ул.Земельная_д.17_к.85
83839       Архипова        Татьяна  Севастьяновна            +79567275354             08.10.1993        Женщина                     Краснодар             0380_538622           91313653863         354678118739      45.000руб         Программист            Нет              №940-544-543-33         Аспирантура        Средний            ул.Есенина_д.9_к.43
93657       Воронцов          Артём    Евстафьевич            +79236169910             03.12.1973        Мужчина                    Красноярск             4672_806780           14394231851         717065456911      65.000руб           Фармацевт           Есть              №237-180-880-36         Аспирантура         Низший            ул.Заречная_д.4_к.49
72920   Серебрянская      Екатерина  Святославовна            +79981065398             08.12.1975        Женщина                       Саратов             4070_692000           15552881865         971542351467      95.000руб         Разработчик           Есть              №297-837-839-14         Аспирантура         Низший            ул.Каширская_д.17_к.54
95542       Воронцов         Михаил  Александрович            +79911477343             02.01.1992        Мужчина                       Саратов             0492_293879           59448152278         667561152751        5000руб             Средний            Нет              №696-175-361-94             Среднее         Низший            ул.Можайская_д.7_к.90
98270        Лебедев      Станислав       Добрынич            +79617177451             05.09.1993        Мужчина                   Екатерибург             6991_412724           20567029524         298185709854      55.000руб             Средний           Есть              №494-977-413-17        Докторантура        Средний            ул.Автозаводская_д.7_к.53
91699         Быкова     Александра     Савельевна            +79979128704             27.12.1983        Женщина                    Новосибирс             7588_853673           74224345480         356103894070      40.000руб            Психолог           Есть              №403-418-540-91        Докторантура         Низший            ул.Соколиная_д.15_к.39
72774        Романов       Владимир    Евдакимович            +79413931646             02.05.1987        Мужчина                       Воронеж             0476_827653           21414069524         110815220767      30.000руб            Психолог           Есть              №633-853-418-92         Аспирантура         Высший            ул.Каширская_д.5_к.78
56765       Бочкарёв        Василий  Вячеславоваич            +79775081707             04.10.1997        Мужчина                           Уфа             7591_191487           30355871958         283074393985      60.000руб         Разработчик            Нет              №720-351-292-27             Среднее         Высший            ул.Зубовская_д.19_к.71
