Номер        Фамилия            Имя       Отчество              Номер тел.              Дата рож.            Пол                         Город                 Паспорт                   ОМС                  ИНН          Доход           Профессия      Наличие кредитов                 СНИЛС         Образование       Соц. класс         Дети                    Адрес
76328         Быкова          Мария      Тарасовна            +79894185668             04.12.1980        Женщина                           Уфа             4697_464401           40605201564         581763697705        5000руб       Администратор           Есть              №903-315-620-76        Докторантура        Средний            Нет            ул.Пушкина_д.14_к.71
88943     Золотарёва          Мария     Руслановна            +79509015006             04.13.1995        Женщина                           Уфа             7577_453107           83884942035         821428827501      30.000руб           Ветеринар           Есть              №258-909-448-69             Среднее        Средний           Есть            ул.Можайская_д.12_к.18
51624         Зайцев       Владимир     Викторович            +79143155729             04.11.1979        Мужчина                   Владивосток             6977_584713           71912005747         401485800762      40.000руб          Стоматолог            Нет              №277-133-483-17         Аспирантура        Средний            Нет            ул.Соколиная_д.6_к.89
49107         Белова          Дарья      Платонова            +79934463522             05.04.1985        Женщина                          Сочи             6994_138153           43135438767         717466878943      45.000руб            Аналитик            Нет              №695-575-978-11         Аспирантура         Низший            Нет            ул.Земельная_д.16_к.96
90626     Плотникова      Маргорита      Семёновна            +79896050820             14.05.1983        Женщина                Ростов-на-Дону             0374_623808           39701921087         366132554302      60.000руб         Разработчик           Есть              №454-836-331-21              Высшее         Низший            Нет            ул.Можайская_д.20_к.16
97793  Воскресенская      Маргорита    Прокопьевна            +79709536632             04.03.1970        Женщина                       Саратов             0496_527909           42258957958         764296747890      80.000руб             Средний            Нет              №825-388-821-13              Высшее         Низший           Есть            ул.Молостовых_д.10_к.56
71436        Морозов           Олег     Васильевич            +79593941188             12.06.1985        Мужчина                       Саратов             7591_394333           88075510442         436360490803      45.000руб         Разработчик           Есть              №952-565-817-68         Аспирантура         Высший           Есть            ул.Земельная_д.17_к.41
49445      Мельников         Михаил    Ярославович            +79555379041             04.11.1983        Мужчина                          Сочи             7895_826508           81894560269         745373156688     100.000руб           Фармацевт            Нет              №771-311-418-68             Среднее         Высший            Нет            ул.Кремлёвская_д.9_к.54
63639        Голубев         Михаил      Донатович            +79491706699             09.06.1972        Мужчина                          Сочи             4574_108246           43193283801         529452903992      30.000руб             Средний           Есть              №797-355-128-74         Аспирантура         Низший           Есть            ул.Автозаводская_д.11_к.56
82931        Леонова          Мария      Сергеевна            +79998825839             12.10.1993        Женщина                   Екатерибург             4581_486330           35997566124         140037127742      85.000руб            Психолог            Нет              №206-968-722-88              Высшее         Высший           Есть            ул.Можайская_д.7_к.8
67467        Лебедев         Андрей    Григорьевич            +79377634581             23.04.1987        Мужчина                        Тюмень             4083_476553           81462659458         817578714548      85.000руб         Программист           Есть              №284-255-711-87             Среднее        Средний            Нет            ул.Авиационная_д.20_к.41
84619       Воронцов         Андрей  Александрович            +79401714429             20.12.1973        Мужчина                       Саратов             0491_839088           80686167616         463296124151      75.000руб            Аналитик            Нет              №174-590-391-30              Высшее        Средний            Нет            ул.Каширская_д.15_к.24
88895          Орлов          Антон  Иннокентиевич            +79608989445             06.13.1980        Мужчина                        Самара             4587_452351           58787198199         183362579489      80.000руб             Дантист            Нет              №183-861-407-94         Аспирантура         Высший            Нет            ул.Садовая_д.20_к.9
89017      Мельников           Егор      Филатович            +79971220227             01.02.1983        Мужчина                     Краснодар             4584_237864           12052207064         341026888411      10.000руб           Ветеринар           Есть              №955-510-470-36         Аспирантура        Средний           Есть            ул.Автозаводская_д.19_к.20
85390  Воскресенская      Екатерина      Тарасовна            +79495410379             10.10.1975        Женщина               Санкт-Петербург             7583_726696           37108443589         328642486625      20.000руб             Средний           Есть              №199-641-300-54             Среднее         Высший            Нет            ул.Авиационная_д.18_к.28
77964       Цветаева      Маргорита      Тимуровна            +79952644200             26.08.1977        Женщина                     Краснодар             4671_344951           69873884634         301957159644      45.000руб          Стоматолог            Нет              №983-664-354-42             Среднее        Средний            Нет            ул.Можайская_д.16_к.12
62807        Морозов        Василий    Ярославович            +79198877052             25.04.1970        Мужчина                        Самара             0385_164661           44616847479         149972699502        5000руб            Психолог            Нет              №892-403-323-70        Докторантура         Высший            Нет            ул.Земельная_д.4_к.59
93650       Бочкарёв      Владислав    Ярославович            +79848961487             01.07.1990        Мужчина                       Воронеж             0391_459537           27883221973         967827545234      65.000руб            Аналитик            Нет              №659-843-886-42        Докторантура        Средний            Нет            ул.Соколиная_д.16_к.7
92795     Плотникова      Маргорита     Прохоровна            +79448133422             22.09.1983        Женщина                          Омск             0375_447144           64244270132         208771219856      55.000руб          Стоматолог            Нет              №120-631-217-14        Докторантура         Высший            Нет            ул.Садовая_д.12_к.100
48066      Богатырёв        Василий     Евгеньевич            +79379056963             26.01.1986        Мужчина                   Владивосток             7879_126024           38251291870         257119337418      70.000руб           Фармацевт            Нет              №214-693-885-72              Высшее         Высший           Есть            ул.Пушкина_д.1_к.80
64478       Суворова          Мария      Сергеевна            +79361829512             18.01.1996        Женщина                   Екатерибург             7877_360063           95063225932         572503829952      65.000руб            Аналитик            Нет              №643-649-404-93        Докторантура         Высший           Есть            ул.Земельная_д.3_к.9
62959        Козлова        Надежда    Прокопьевна            +79408443925             14.10.1972        Женщина                     Волгоград             4678_769526           43156321641         800899627507      60.000руб            Психолог            Нет              №975-105-459-91              Высшее         Высший            Нет            ул.Пушкина_д.8_к.27
76059       Сахарова        Валерия     Руслановна            +79175743151             26.08.1984        Женщина               Нижний Новгород             6981_586221           92879422016         763526162885      60.000руб            Аналитик            Нет              №303-934-938-46             Среднее        Средний           Есть            ул.Автозаводская_д.4_к.71
61864      Богатырёв         Михаил    Евстафьевич            +79264318035             28.01.1988        Мужчина                        Тюмень             4673_655354           62783371536         264475218357      35.000руб             Средний            Нет              №777-807-537-67              Высшее         Высший            Нет            ул.Арбатская_д.3_к.59
74246       Суворова        Евгения       Романова            +79804576636             05.10.1990        Женщина               Нижний Новгород             0383_284215           70323837453         559075662227        5000руб             Инженер           Есть              №784-425-499-89              Высшее         Высший            Нет            ул.Арбатская_д.20_к.77
75736       Цветаева      Маргорита      Платонова            +79124839224             24.10.1978        Женщина                           Уфа             7583_796341           86896821274         284261318679      30.000руб          Стоматолог           Есть              №782-222-616-85         Аспирантура        Средний           Есть            ул.Садовая_д.14_к.56
92622        Морозов         Никита  Александрович            +79778459195             08.04.1990        Мужчина               Санкт-Петербург             7887_144445           76747216663         212584986919      45.000руб             Средний            Нет              №596-381-407-36        Докторантура         Высший            Нет            ул.Заводская_д.4_к.88
91552        Леонова          София       Павловна            +79254043665             16.10.1995        Женщина                   Владивосток             4570_966465           11915749083         276918837627      35.000руб         Разработчик            Нет              №811-830-465-16        Докторантура        Средний           Есть            ул.Каширская_д.15_к.47
54354        Телегин          Антон   Владимирович            +79478729728             25.09.1991        Мужчина                          Сочи             0495_224986           59207883158         549661643608      15.000руб                Врач           Есть              №268-111-957-43              Высшее         Высший           Есть            ул.Автозаводская_д.1_к.78
89064    Виноградова       Виктория       Павловна            +79165953378             09.03.1978        Женщина                        Тюмень             6986_551408           19143936217         586218967163      20.000руб           Фармацевт           Есть              №326-605-189-77             Среднее         Низший           Есть            ул.Можайская_д.14_к.51
99627          Орлов           Егор  Александрович            +79148872644             10.10.1971        Мужчина                          Сочи             4586_572151           59866685281         685043745602      30.000руб             Инженер            Нет              №915-273-189-77             Среднее        Средний           Есть            ул.Земельная_д.7_к.60
56126        Чернова       Виктория     Трофимовна            +79883757173             09.10.1995        Женщина               Нижний Новгород             7575_160189           93512952549         683623452003      10.000руб            Аналитик           Есть              №875-532-519-92        Докторантура         Высший            Нет            ул.Авангардская_д.2_к.14
52729        Козлова        Татьяна     Трофимовна            +79705949569             23.03.1974        Женщина                    Новосибирс             0374_246796           51408417370         317024511711        5000руб           Ветеринар            Нет              №957-852-536-85             Среднее        Средний            Нет            ул.Пушкина_д.6_к.44
74710        Алмазов         Андрей     Кириллович            +79246981162             13.10.1970        Мужчина                          Омск             7576_249656           82418151449         320850856386        5000руб             Инженер           Есть              №697-720-508-39              Высшее         Высший            Нет            ул.Заречная_д.12_к.93
95204        Леонова      Маргорита      Тимуровна            +79972039564             07.11.1990        Женщина                          Сочи             4671_537060           13711682012         717802318699        5000руб                Врач            Нет              №122-558-564-10             Среднее         Высший           Есть            ул.Автозаводская_д.8_к.9
82998   Александрова      Анастасия  Станиславовна            +79414379957             14.12.1992        Женщина                     Краснодар             0384_530266           57597328911         618716657778      60.000руб           Фармацевт           Есть              №666-794-117-33              Высшее        Средний            Нет            ул.Кремлёвская_д.3_к.77
96151        Галкина        Евгения      Платонова            +79802675656             05.11.1973        Женщина                Ростов-на-Дону             7571_265922           93444362624         757955801958      30.000руб         Программист           Есть              №832-645-190-39              Высшее         Высший            Нет            ул.Октябрьская_д.9_к.50
85357        Морозов       Владимир Константинович            +79563514103             17.12.1991        Мужчина                       Саратов             4073_518550           92615347186         217214997183      45.000руб         Разработчик            Нет              №480-727-608-50              Высшее         Низший            Нет            ул.Заводская_д.13_к.51
52582        Чернова        Татьяна      Тарасовна            +79505621929             22.06.1974        Женщина                    Новосибирс             7883_721064           10315373555         427693812776      20.000руб                Врач           Есть              №951-388-540-62         Аспирантура         Низший           Есть            ул.Автозаводская_д.11_к.90
56802        Алмазов         Михаил     Алексеевич            +79416472710             17.04.1977        Мужчина                       Саратов             0388_447080           66856427297         277540870668      30.000руб         Разработчик           Есть              №191-885-212-96              Высшее        Средний            Нет            ул.Земельная_д.5_к.27
97581         Громов        Николай    Григорьевич            +79295962018             28.10.1973        Мужчина                       Саратов             0482_464909           95933926994         232535493786      75.000руб         Разработчик           Есть              №372-682-396-10             Среднее        Средний            Нет            ул.Авангардская_д.13_к.70
95048         Волков         Андрей     Богданович            +79591193063             18.03.1996        Мужчина                Ростов-на-Дону             7595_365575           76476303764         917623646728      60.000руб                Врач            Нет              №462-252-460-36         Аспирантура         Высший            Нет            ул.Октябрьская_д.8_к.73
97978     Плотникова          Лидия Сильвесторовна            +79419569818             16.13.1973        Женщина                       Саратов             4676_768037           40433051022         121517128629      10.000руб            Психолог            Нет              №739-580-820-67         Аспирантура        Средний           Есть            ул.Каширская_д.1_к.53
97930       Медведев         Виктор     Викторович            +79718536094             12.04.1993        Мужчина                     Волгоград             7591_996908           56011751392         515450133358      15.000руб            Аналитик           Есть              №487-809-562-40             Среднее        Средний            Нет            ул.Авангардская_д.14_к.87
76437    Виноградова          Ольга  Севастьяновна            +79546993319             05.11.1990        Женщина                    Красноярск             4084_535562           13195305068         600120176971      10.000руб             Средний            Нет              №455-905-249-12              Высшее         Высший            Нет            ул.Пушкина_д.10_к.58
70801        Телегин          Фёдор     Васильевич            +79242115176             10.13.1978        Мужчина                   Екатерибург             0395_908776           13026903236         702291848897      50.000руб           Ветеринар           Есть              №858-511-851-63         Аспирантура         Низший            Нет            ул.Авангардская_д.19_к.98
96305        Алмазов           Олег    Евстафьевич            +79548780671             17.11.1987        Мужчина                    Красноярск             0490_673330           71294275384         282662300768      95.000руб             Инженер            Нет              №492-971-220-92              Высшее         Высший           Есть            ул.Заречная_д.2_к.65
54056         Ларина          София  Станиславовна            +79442383915             03.02.1996        Женщина               Нижний Новгород             4081_616321           86233191717         826913900493      95.000руб       Администратор           Есть              №538-306-933-53              Высшее        Средний            Нет            ул.Садовая_д.18_к.22
82282      Мельников    Пантелеймон     Васильевич            +79704009352             27.13.1984        Мужчина                   Екатерибург             4670_512805           50498602529         535094879789      65.000руб             Средний            Нет              №572-465-964-91              Высшее         Низший            Нет            ул.Каширская_д.14_к.53
61921         Громов         Степан     Евгеньевич            +79733583756             25.01.1997        Мужчина                          Омск             0390_777883           97964211494         775079553881      20.000руб            Аналитик            Нет              №718-857-379-19             Среднее         Низший            Нет            ул.Земельная_д.2_к.86
78536       Архипова          София     Прохоровна            +79919878209             22.06.1984        Женщина                    Новосибирс             4690_812828           16959929693         624758216791      40.000руб                Врач           Есть              №684-181-364-11              Высшее         Высший           Есть            ул.Земельная_д.16_к.41
48658        Лебедев          Фёдор  Владиславович            +79938590234             27.11.1982        Мужчина                        Самара             7574_841510           72828770715         429449222184      90.000руб             Средний           Есть              №583-351-824-61             Среднее         Низший           Есть            ул.Кремлёвская_д.10_к.83
51140     Королькова          Лидия      Семёновна            +79482187162             02.04.1981        Женщина                        Самара             4572_347574           98895121296         956048810794      55.000руб             Инженер           Есть              №274-448-668-10        Докторантура         Высший           Есть            ул.Арбатская_д.5_к.55
87941        Алмазов      Станислав      Федотович            +79521460309             07.08.1990        Мужчина               Санкт-Петербург             7593_370058           87782505400         977883324960      25.000руб       Администратор            Нет              №270-172-522-96              Высшее        Средний           Есть            ул.Молостовых_д.19_к.66
84728       Бочкарёв        Алексей      Денисович            +79388109940             18.10.1980        Мужчина                       Воронеж             7576_289239           41643134159         272842231027      60.000руб             Дантист           Есть              №712-144-367-55             Среднее         Высший            Нет            ул.Арбатская_д.1_к.46
93365        Телегин         Андрей    Ярославович            +79432928664             07.04.1995        Мужчина                Ростов-на-Дону             6970_893438           96743126488         241490382192      65.000руб         Программист           Есть              №956-765-415-66         Аспирантура        Средний           Есть            ул.Молостовых_д.4_к.50
69378       Архипова          Дарья    Прокопьевна            +79969567097             13.08.1985        Женщина                          Сочи             6973_596745           55664357981         915162953631      85.000руб           Фармацевт            Нет              №753-572-581-58        Докторантура         Высший            Нет            ул.Заводская_д.13_к.9
78689        Сидоров    Пантелеймон    Евстафьевич            +79675197526             06.10.1992        Мужчина                     Краснодар             4583_309760           17489272234         432426916034      25.000руб             Дантист           Есть              №283-503-590-99        Докторантура         Высший            Нет            ул.Зубовская_д.5_к.2
95511         Быкова        Наталья     Трофимовна            +79851184882             09.07.1970        Женщина                   Екатерибург             7594_898819           94352416653         874623125969      55.000руб             Дантист            Нет              №598-272-927-54              Высшее         Низший           Есть            ул.Молостовых_д.14_к.47
52674     Королькова      Елизавета       Павловна            +79661851442             01.08.1992        Женщина                   Владивосток             6970_815894           84437280303         339645412383      90.000руб             Средний           Есть              №507-245-463-81         Аспирантура        Средний           Есть            ул.Октябрьская_д.6_к.30
92245     Королькова      Екатерина      Тимуровна            +79169325544             04.01.1979        Женщина                          Сочи             4595_348037           67596131322         559400192461      85.000руб          Стоматолог            Нет              №997-741-104-47              Высшее        Средний           Есть            ул.Октябрьская_д.2_к.3
69456      Богатырёв          Артём  Иннокентиевич            +79947749914             07.07.1996        Мужчина                        Казань             7880_265469           10319548568         134418519866      80.000руб           Ветеринар           Есть              №570-476-146-49             Среднее         Низший           Есть            ул.Каширская_д.5_к.90
74914       Архипова          Софья       Павловна            +79609673384             09.10.1973        Женщина                   Владивосток             4689_648770           75531628542         869959951471      65.000руб                Врач           Есть              №909-803-125-26              Высшее         Высший           Есть            ул.Зубовская_д.8_к.64
94293   Александрова          Мария    Прокопьевна            +79951938101             16.08.1997        Женщина                   Екатерибург             7873_230060           88126341281         857653616571      95.000руб             Инженер            Нет              №471-773-140-99             Среднее        Средний            Нет            ул.Каширская_д.7_к.45
51031         Быкова          Ольга      Тарасовна            +79791980587             06.11.1986        Женщина                    Новосибирс             4670_838510           83137946614         187240876362      25.000руб             Инженер            Нет              №103-761-476-28              Высшее         Низший            Нет            ул.Есенина_д.6_к.65
94027      Чеснокова         Анжела  Святославовна            +79352303499             23.08.1984        Женщина                       Воронеж             7585_587520           76672531708         727785494293      95.000руб            Аналитик           Есть              №412-178-155-93        Докторантура         Низший           Есть            ул.Октябрьская_д.5_к.8
59765         Иванов      Владислав    Евстафьевич            +79339729426             06.12.1974        Мужчина               Санкт-Петербург             0481_773892           99037347118         640647683526      70.000руб           Фармацевт           Есть              №986-957-880-48        Докторантура        Средний            Нет            ул.Можайская_д.16_к.74
55906   Серебрянская          Софья     Руслановна            +79151430760             11.12.1986        Женщина                        Москва             0490_726399           11724946593         643219377645      80.000руб             Средний            Нет              №299-245-735-14             Среднее         Высший           Есть            ул.Есенина_д.7_к.41
74971       Воронина        Надежда    Спиридонова            +79817854646             13.10.1977        Женщина               Нижний Новгород             4093_481188           83666330709         363071521408     100.000руб             Средний            Нет              №493-922-164-44             Среднее         Низший            Нет            ул.Пушкина_д.16_к.85
81101       Сахарова        Валерия      Тимуровна            +79161536282             12.02.1972        Женщина                       Саратов             7896_319799           30211281557         684497348927      25.000руб            Аналитик            Нет              №801-390-108-79              Высшее        Средний            Нет            ул.Авангардская_д.12_к.72
76936   Александрова        Евгения      Тимуровна            +79952847100             24.04.1971        Женщина                        Самара             4087_595600           98469556624         262805518202      55.000руб             Дантист            Нет              №130-931-584-24        Докторантура        Средний            Нет            ул.Есенина_д.17_к.41
88440       Медведев      Владислав     Васильевич            +79118861203             18.04.1994        Мужчина                        Казань             4096_145164           36676046487         314837625944      35.000руб         Программист            Нет              №507-265-108-78         Аспирантура         Низший           Есть            ул.Заводская_д.14_к.24
71942        Князева          Лидия Сильвесторовна            +79536777113             07.12.1995        Женщина               Санкт-Петербург             0475_141196           72023831696         179426510187      55.000руб             Средний            Нет              №230-224-785-86              Высшее         Высший            Нет            ул.Есенина_д.8_к.29
78706       Цветаева        Татьяна       Павловна            +79457536551             06.06.1982        Женщина                       Воронеж             4581_215082           64669959508         260668918464      70.000руб             Инженер            Нет              №251-857-489-58             Среднее         Низший            Нет            ул.Автозаводская_д.4_к.43
83754        Чернова      Елизавета      Платонова            +79269390078             13.12.1975        Женщина                        Тюмень             4679_558391           68992131576         662979993699      75.000руб          Стоматолог            Нет              №574-478-577-17              Высшее        Средний            Нет            ул.Октябрьская_д.2_к.88
89288      Богатырёв         Максим     Аркадьевич            +79184766115             06.06.1981        Мужчина                        Самара             4084_169441           39745986912         858798143273      50.000руб         Программист           Есть              №874-510-403-53        Докторантура         Высший           Есть            ул.Каширская_д.1_к.73
75931       Архипова        Татьяна      Патаповна            +79481597314             28.12.1993        Женщина                        Москва             7877_592182           36277183182         623004593863      40.000руб         Программист           Есть              №459-202-115-70              Высшее         Низший            Нет            ул.Заречная_д.6_к.74
81173        Князева        Наталья     Радионовна            +79515231583             17.05.1971        Женщина                    Новосибирс             7575_916455           66496797125         540112317816      55.000руб             Средний           Есть              №225-328-791-87         Аспирантура         Высший           Есть            ул.Автозаводская_д.2_к.3
66644       Воронцов         Андрей    Евстафьевич            +79284495620             09.07.1995        Мужчина                    Новосибирс             4077_925902           39765118942         188345914095      50.000руб             Инженер            Нет              №446-867-990-46              Высшее         Высший            Нет            ул.Садовая_д.18_к.13
71566         Быкова      Маргорита      Тарасовна            +79622345012             01.08.1993        Женщина                        Самара             4583_418633           49467153108         299420680838      80.000руб             Дантист           Есть              №915-396-633-56         Аспирантура        Средний            Нет            ул.Авангардская_д.16_к.57
53876      Чеснокова      Екатерина     Руслановна            +79887048140             03.01.1996        Женщина                        Самара             6995_587021           29611213970         164669372160      65.000руб             Средний           Есть              №397-280-964-79         Аспирантура         Низший            Нет            ул.Соколиная_д.3_к.25
90421       Цветаева        Евгения      Сергеевна            +79645598280             04.12.1989        Женщина                       Саратов             0373_551849           38544846780         581671507605      75.000руб          Стоматолог            Нет              №718-198-395-66         Аспирантура         Высший           Есть            ул.Зубовская_д.19_к.93
67456      Богатырёв      Владислав Константинович            +79915718545             22.09.1997        Мужчина                       Воронеж             0492_246041           74393618533         172253438856      85.000руб            Аналитик           Есть              №143-192-341-33             Среднее        Средний           Есть            ул.Арбатская_д.18_к.100
78015       Воронцов         Максим     Алексеевич            +79525910137             23.04.1989        Мужчина                        Казань             6985_789095           38996843370         723194276369      70.000руб                Врач            Нет              №611-792-459-32        Докторантура         Низший            Нет            ул.Авиационная_д.8_к.9
94294       Воронцов         Максим       Добрынич            +79395122262             12.09.1977        Мужчина                           Уфа             0373_391740           35732006790         157614804531      25.000руб                Врач           Есть              №683-759-223-26         Аспирантура         Высший           Есть            ул.Кремлёвская_д.3_к.45
79759        Лебедев         Максим  Иннокентиевич            +79412149331             27.09.1983        Мужчина                        Самара             0370_566661           58512412808         507109876651      25.000руб         Разработчик            Нет              №575-308-813-90              Высшее        Средний            Нет            ул.Зубовская_д.2_к.50
96163        Чернова        Надежда    Спиридонова            +79622109465             13.01.1970        Женщина                       Воронеж             7893_911265           96954581114         552719181568      55.000руб                Врач           Есть              №150-688-988-84              Высшее         Низший           Есть            ул.Автозаводская_д.15_к.3
87451       Воронцов           Егор  Вячеславоваич            +79468844638             02.02.1990        Мужчина                       Воронеж             4090_367105           54255977875         696935354670      50.000руб          Стоматолог            Нет              №543-424-423-23        Докторантура         Низший           Есть            ул.Садовая_д.4_к.41
48482        Соболев           Егор     Богданович            +79584615857             07.08.1990        Мужчина                        Казань             6981_682861           66874124303         581996434930      25.000руб         Программист            Нет              №480-339-232-42             Среднее         Высший            Нет            ул.Автозаводская_д.8_к.49
89509       Сахарова          Лидия     Радионовна            +79662967923             03.03.1983        Женщина                        Москва             6996_143592           99431684329         561867433321      80.000руб         Разработчик           Есть              №829-766-993-11              Высшее         Низший           Есть            ул.Октябрьская_д.6_к.66
54494        Лебедев        Алексей     Аркадьевич            +79529087524             05.05.1986        Мужчина                Ростов-на-Дону             6996_769437           36401340560         638636331573     100.000руб            Аналитик           Есть              №261-832-500-42             Среднее        Средний            Нет            ул.Земельная_д.18_к.27
54721        Князева     Александра     Руслановна            +79541376880             07.01.1991        Женщина                        Самара             4684_109877           55148066846         233125403269      30.000руб           Ветеринар            Нет              №753-533-198-13              Высшее         Низший            Нет            ул.Автозаводская_д.8_к.82
71712        Леонова     Александра     Степановна            +79925340667             18.05.1987        Женщина                        Самара             4689_791640           20877415419         114142773988      55.000руб             Дантист            Нет              №365-223-411-32             Среднее         Высший           Есть            ул.Есенина_д.3_к.38
67496     Плотникова        Наталья    Спиридонова            +79165812080             11.03.1972        Женщина                Ростов-на-Дону             4078_445557           78701846510         688414173122      45.000руб            Аналитик           Есть              №490-841-546-51             Среднее         Низший            Нет            ул.Можайская_д.9_к.29
79282        Лебедев           Олег   Владимирович            +79477220202             02.09.1978        Мужчина                        Тюмень             6990_408211           65313584415         419537238379     100.000руб         Программист           Есть              №407-821-614-17              Высшее         Низший            Нет            ул.Каширская_д.10_к.25
55118        Крылова        Надежда      Платонова            +79861476029             17.05.1993        Женщина                        Самара             4689_159527           49607486177         119381840600      45.000руб             Дантист           Есть              №763-672-940-12              Высшее         Высший            Нет            ул.Можайская_д.8_к.12
85888        Телегин    Пантелеймон Константинович            +79997411736             19.07.1982        Мужчина                     Краснодар             6985_103648           53099718248         531982309400      65.000руб           Фармацевт           Есть              №851-968-572-12        Докторантура        Средний            Нет            ул.Можайская_д.10_к.33
62411        Морозов          Фёдор       Добрынич            +79377917282             01.09.1981        Мужчина                          Омск             7584_528878           94467583018         501772478455      70.000руб             Средний           Есть              №956-342-434-70              Высшее         Низший           Есть            ул.Зубовская_д.5_к.69
